"search_key","document_id","source_type","source_id","warning_light_id","warning_light_name","make","model","model_year","component_category","severity","recommended_service_type","content","source_url","image_path","review_status"
image-IMG0021,image:IMG0021,UPLOADED_DATASET_ZIP,IMG0021,WL003,Fog light (rear),,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0021. Warning light: WL003 Fog light (rear). Class folder: WL003_Fog_light_rear. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL003_Fog_light_rear/uploaded_zip_3_3_5.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0022,image:IMG0022,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0022,WL004,Washer fluid low,,,,VISIBILITY_WIPERS,INFORMATIONAL,WASHER_FLUID_REFILL_OR_LEAK_CHECK,Warning-light image metadata IMG0022. Warning light: WL004 Washer fluid low. Class folder: WL004_Washer_fluid_low. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL004_Washer_fluid_low/standard64_crop_WL004.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0023,image:IMG0023,UPLOADED_DATASET_ZIP,IMG0023,WL004,Washer fluid low,,,,VISIBILITY_WIPERS,INFORMATIONAL,WASHER_FLUID_REFILL_OR_LEAK_CHECK,Warning-light image metadata IMG0023. Warning light: WL004 Washer fluid low. Class folder: WL004_Washer_fluid_low. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0024,image:IMG0024,UPLOADED_DATASET_ZIP,IMG0024,WL004,Washer fluid low,,,,VISIBILITY_WIPERS,INFORMATIONAL,WASHER_FLUID_REFILL_OR_LEAK_CHECK,Warning-light image metadata IMG0024. Warning light: WL004 Washer fluid low. Class folder: WL004_Washer_fluid_low. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_2.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0025,image:IMG0025,UPLOADED_DATASET_ZIP,IMG0025,WL004,Washer fluid low,,,,VISIBILITY_WIPERS,INFORMATIONAL,WASHER_FLUID_REFILL_OR_LEAK_CHECK,Warning-light image metadata IMG0025. Warning light: WL004 Washer fluid low. Class folder: WL004_Washer_fluid_low. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_3.jpg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0026,image:IMG0026,UPLOADED_DATASET_ZIP,IMG0026,WL004,Washer fluid low,,,,VISIBILITY_WIPERS,INFORMATIONAL,WASHER_FLUID_REFILL_OR_LEAK_CHECK,Warning-light image metadata IMG0026. Warning light: WL004 Washer fluid low. Class folder: WL004_Washer_fluid_low. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_4.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0027,image:IMG0027,UPLOADED_DATASET_ZIP,IMG0027,WL004,Washer fluid low,,,,VISIBILITY_WIPERS,INFORMATIONAL,WASHER_FLUID_REFILL_OR_LEAK_CHECK,Warning-light image metadata IMG0027. Warning light: WL004 Washer fluid low. Class folder: WL004_Washer_fluid_low. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_5.jpg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0028,image:IMG0028,UPLOADED_DATASET_ZIP,IMG0028,WL004,Washer fluid low,,,,VISIBILITY_WIPERS,INFORMATIONAL,WASHER_FLUID_REFILL_OR_LEAK_CHECK,Warning-light image metadata IMG0028. Warning light: WL004 Washer fluid low. Class folder: WL004_Washer_fluid_low. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL004_Washer_fluid_low/uploaded_zip_4_4_6.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0029,image:IMG0029,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0029,WL005,Brake pad warning,,,,BRAKE_SYSTEM,SERVICE_SOON,BRAKE_PAD_AND_ROTOR_SERVICE,Warning-light image metadata IMG0029. Warning light: WL005 Brake pad warning. Class folder: WL005_Brake_pad_warning. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL005_Brake_pad_warning/standard64_crop_WL005.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0030,image:IMG0030,UPLOADED_DATASET_ZIP,IMG0030,WL005,Brake pad warning,,,,BRAKE_SYSTEM,SERVICE_SOON,BRAKE_PAD_AND_ROTOR_SERVICE,Warning-light image metadata IMG0030. Warning light: WL005 Brake pad warning. Class folder: WL005_Brake_pad_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL005_Brake_pad_warning/uploaded_zip_5_5_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0031,image:IMG0031,UPLOADED_DATASET_ZIP,IMG0031,WL005,Brake pad warning,,,,BRAKE_SYSTEM,SERVICE_SOON,BRAKE_PAD_AND_ROTOR_SERVICE,Warning-light image metadata IMG0031. Warning light: WL005 Brake pad warning. Class folder: WL005_Brake_pad_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL005_Brake_pad_warning/uploaded_zip_5_5_2.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0032,image:IMG0032,UPLOADED_DATASET_ZIP,IMG0032,WL005,Brake pad warning,,,,BRAKE_SYSTEM,SERVICE_SOON,BRAKE_PAD_AND_ROTOR_SERVICE,Warning-light image metadata IMG0032. Warning light: WL005 Brake pad warning. Class folder: WL005_Brake_pad_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL005_Brake_pad_warning/uploaded_zip_5_5_3.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0033,image:IMG0033,UPLOADED_DATASET_ZIP,IMG0033,WL005,Brake pad warning,,,,BRAKE_SYSTEM,SERVICE_SOON,BRAKE_PAD_AND_ROTOR_SERVICE,Warning-light image metadata IMG0033. Warning light: WL005 Brake pad warning. Class folder: WL005_Brake_pad_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL005_Brake_pad_warning/uploaded_zip_5_5_4.jpg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0034,image:IMG0034,UPLOADED_DATASET_ZIP,IMG0034,WL005,Brake pad warning,,,,BRAKE_SYSTEM,SERVICE_SOON,BRAKE_PAD_AND_ROTOR_SERVICE,Warning-light image metadata IMG0034. Warning light: WL005 Brake pad warning. Class folder: WL005_Brake_pad_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL005_Brake_pad_warning/uploaded_zip_5_5_5.jpeg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0035,image:IMG0035,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0035,WL006,Cruise control on,,,,CRUISE_SPEED_CONTROL,INFORMATIONAL,CRUISE_SPEED_CONTROL_CHECK,Warning-light image metadata IMG0035. Warning light: WL006 Cruise control on. Class folder: WL006_Cruise_control_on. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL006_Cruise_control_on/standard64_crop_WL006.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0036,image:IMG0036,UPLOADED_DATASET_ZIP,IMG0036,WL006,Cruise control on,,,,CRUISE_SPEED_CONTROL,INFORMATIONAL,CRUISE_SPEED_CONTROL_CHECK,Warning-light image metadata IMG0036. Warning light: WL006 Cruise control on. Class folder: WL006_Cruise_control_on. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL006_Cruise_control_on/uploaded_zip_6_re_6_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0037,image:IMG0037,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0037,WL007,Direction indicators,,,,EXTERIOR_LIGHTING,INFORMATIONAL,TURN_SIGNAL_LIGHTING_CHECK,Warning-light image metadata IMG0037. Warning light: WL007 Direction indicators. Class folder: WL007_Direction_indicators. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL007_Direction_indicators/standard64_crop_WL007.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0038,image:IMG0038,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0038,WL008,Rain and light sensors,,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0038. Warning light: WL008 Rain and light sensors. Class folder: WL008_Rain_and_light_sensors. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL008_Rain_and_light_sensors/standard64_crop_WL008.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0039,image:IMG0039,UPLOADED_DATASET_ZIP,IMG0039,WL008,Rain and light sensors,,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0039. Warning light: WL008 Rain and light sensors. Class folder: WL008_Rain_and_light_sensors. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL008_Rain_and_light_sensors/uploaded_zip_8_re_8_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0040,image:IMG0040,UPLOADED_DATASET_ZIP,IMG0040,WL008,Rain and light sensors,,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0040. Warning light: WL008 Rain and light sensors. Class folder: WL008_Rain_and_light_sensors. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL008_Rain_and_light_sensors/uploaded_zip_8_re_8_2.jpg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0041,image:IMG0041,UPLOADED_DATASET_ZIP,IMG0041,WL008,Rain and light sensors,,,,EXTERIOR_LIGHTING,INFORMATIONAL,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,Warning-light image metadata IMG0041. Warning light: WL008 Rain and light sensors. Class folder: WL008_Rain_and_light_sensors. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL008_Rain_and_light_sensors/uploaded_zip_8_re_8_3.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0042,image:IMG0042,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0042,WL009,Winter mode,,,,ROAD_CONDITION_ADVISORY,INFORMATIONAL,DRIVER_INFORMATION_NO_SERVICE,Warning-light image metadata IMG0042. Warning light: WL009 Winter mode. Class folder: WL009_Winter_mode. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL009_Winter_mode/standard64_crop_WL009.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0043,image:IMG0043,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0043,WL010,Information indicators,,,,MULTI_SYSTEM,INFORMATIONAL,MULTI_POINT_WARNING_DIAGNOSTIC,Warning-light image metadata IMG0043. Warning light: WL010 Information indicators. Class folder: WL010_Information_indicators. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL010_Information_indicators/standard64_crop_WL010.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0044,image:IMG0044,REFERENCE_64_DASHBOARD_CHART_CROP,IMG0044,WL011,Glow plug/diesel pre-heat warning,,,,DIESEL_ENGINE_STARTING,INFORMATIONAL,DIESEL_STARTING_SYSTEM_DIAGNOSTIC,Warning-light image metadata IMG0044. Warning light: WL011 Glow plug/diesel pre-heat warning. Class folder: WL011_Glow_plug_diesel_pre_heat_warning. Label confidence: REFERENCE_CHART_NUMBERED_CROP. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Cropped from the 64-dashboard-indicator reference chart so every standard class has at least one image; verify image rights before public release.,"https://www.indicatorlight.com/wp-content/uploads/2020/10/%E5%9B%BE%E7%89%871.png",data/images/WL011_Glow_plug_diesel_pre_heat_warning/standard64_crop_WL011.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0045,image:IMG0045,UPLOADED_DATASET_ZIP,IMG0045,WL011,Glow plug/diesel pre-heat warning,,,,DIESEL_ENGINE_STARTING,INFORMATIONAL,DIESEL_STARTING_SYSTEM_DIAGNOSTIC,Warning-light image metadata IMG0045. Warning light: WL011 Glow plug/diesel pre-heat warning. Class folder: WL011_Glow_plug_diesel_pre_heat_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL011_Glow_plug_diesel_pre_heat_warning/uploaded_zip_11_11_1.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0046,image:IMG0046,UPLOADED_DATASET_ZIP,IMG0046,WL011,Glow plug/diesel pre-heat warning,,,,DIESEL_ENGINE_STARTING,INFORMATIONAL,DIESEL_STARTING_SYSTEM_DIAGNOSTIC,Warning-light image metadata IMG0046. Warning light: WL011 Glow plug/diesel pre-heat warning. Class folder: WL011_Glow_plug_diesel_pre_heat_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL011_Glow_plug_diesel_pre_heat_warning/uploaded_zip_11_11_2.png,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0047,image:IMG0047,UPLOADED_DATASET_ZIP,IMG0047,WL011,Glow plug/diesel pre-heat warning,,,,DIESEL_ENGINE_STARTING,INFORMATIONAL,DIESEL_STARTING_SYSTEM_DIAGNOSTIC,Warning-light image metadata IMG0047. Warning light: WL011 Glow plug/diesel pre-heat warning. Class folder: WL011_Glow_plug_diesel_pre_heat_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL011_Glow_plug_diesel_pre_heat_warning/uploaded_zip_11_11_3.jpeg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
image-IMG0048,image:IMG0048,UPLOADED_DATASET_ZIP,IMG0048,WL011,Glow plug/diesel pre-heat warning,,,,DIESEL_ENGINE_STARTING,INFORMATIONAL,DIESEL_STARTING_SYSTEM_DIAGNOSTIC,Warning-light image metadata IMG0048. Warning light: WL011 Glow plug/diesel pre-heat warning. Class folder: WL011_Glow_plug_diesel_pre_heat_warning. Label confidence: HIGH_CLASS_NUMBER_FROM_UPLOADED_DATASET. Mapping status: MAPPED_TO_STANDARD_64_WARNING_LIGHT. Note: Extracted from user-provided dataset.zip and mapped by class number to the 64-warning-light guide.,"local:user_provided_warning_light_image_dataset.zip",data/images/WL011_Glow_plug_diesel_pre_heat_warning/uploaded_zip_11_11_4.jpg,MAPPED_TO_STANDARD_64_WARNING_LIGHT
